Date,Close,High,Low,Open,Volume,MA7,Lag1,Lag2,Volatility,Target
2025-11-03,1485.5,1491.4000244140625,1474.199951171875,1482.300048828125,5470600,1497.0142996651787,1482.300048828125,1493.800048828125,0.006058273703753756,1467.9000244140625
2025-11-04,1467.9000244140625,1481.9000244140625,1462.9000244140625,1479.699951171875,8691330,1492.085728236607,1485.5,1482.300048828125,0.007136874090664609,1466.699951171875
2025-11-06,1466.699951171875,1483.0,1461.9000244140625,1478.5999755859375,7944752,1486.6857212611608,1467.9000244140625,1485.5,0.006940712845379662,1476.800048828125
2025-11-07,1476.800048828125,1480.9000244140625,1449.0999755859375,1470.0,8765759,1483.3428780691963,1466.699951171875,1467.9000244140625,0.008010821901313258,1513.5
2025-11-10,1513.5,1520.0,1490.0,1490.0999755859375,9787975,1483.7857317243304,1476.800048828125,1466.699951171875,0.012844108033456439,1530.300048828125
2025-11-11,1530.300048828125,1533.4000244140625,1511.0999755859375,1525.0,13692989,1489.0000174386162,1513.5,1476.800048828125,0.0122915548053838,1551.699951171875
2025-11-12,1551.699951171875,1559.199951171875,1538.0999755859375,1540.0,14635417,1498.9142892020088,1530.300048828125,1513.5,0.011711979736688059,1541.800048828125
2025-11-13,1541.800048828125,1557.5,1530.300048828125,1557.0999755859375,19655689,1506.9571533203125,1551.699951171875,1530.300048828125,0.012659937543188657,1502.800048828125
2025-11-14,1502.800048828125,1530.0,1488.800048828125,1520.0,9739549,1511.94287109375,1541.800048828125,1551.699951171875,0.016229710810884108,1507.5999755859375
2025-11-17,1507.5999755859375,1510.199951171875,1492.5,1496.0,7910354,1517.7857317243304,1502.800048828125,1541.800048828125,0.016123330930430443,1486.4000244140625
2025-11-18,1486.4000244140625,1506.0,1483.199951171875,1506.0,7525119,1519.1571568080358,1507.5999755859375,1502.800048828125,0.017402226007508022,1541.0999755859375
2025-11-19,1541.0999755859375,1543.0,1490.5,1490.5,10981126,1523.1000104631696,1486.4000244140625,1507.5999755859375,0.020445370973614582,1536.5
2025-11-20,1536.5,1555.0,1534.0,1555.0,7387584,1523.9857177734375,1541.0999755859375,1486.4000244140625,0.020179484969583085,1545.0
2025-11-21,1545.0,1551.5,1526.300048828125,1531.0,9186302,1523.0285818917412,1536.5,1541.0999755859375,0.019497032618354716,1548.0
2025-11-24,1548.0,1585.0,1541.0,1563.5999755859375,19270381,1523.9142892020088,1545.0,1536.5,0.019328633284310445,1530.5999755859375
2025-11-25,1530.5999755859375,1550.5999755859375,1525.9000244140625,1549.0,8107952,1527.885707310268,1548.0,1545.0,0.016729588457256046,1557.9000244140625
2025-11-26,1557.9000244140625,1560.300048828125,1532.0999755859375,1532.0999755859375,7575038,1535.0714285714287,1530.5999755859375,1548.0,0.017683947605768732,1566.4000244140625
2025-11-27,1566.4000244140625,1574.300048828125,1552.199951171875,1564.0,7552252,1546.5,1557.9000244140625,1530.5999755859375,0.015627535929101603,1560.0999755859375
2025-11-28,1560.0999755859375,1568.4000244140625,1557.0,1565.0,4453221,1549.2142857142858,1566.4000244140625,1557.9000244140625,0.009231411042687128,1564.0
2025-12-01,1564.0,1574.0,1556.0,1562.5,5341800,1553.142857142857,1560.0999755859375,1566.4000244140625,0.00898830972327187,1561.0
2025-12-02,1561.0,1579.9000244140625,1556.0999755859375,1567.0,6335969,1555.4285714285713,1564.0,1560.0999755859375,0.009020417536400585,1578.699951171875
2025-12-03,1578.699951171875,1586.0,1554.0999755859375,1555.0999755859375,12895312,1559.8142787388392,1561.0,1564.0,0.009764366684305546,1597.5999755859375
2025-12-04,1597.5999755859375,1599.0,1568.0,1568.0,12609619,1569.385707310268,1578.699951171875,1561.0,0.007955639610494662,1616.199951171875
2025-12-05,1616.199951171875,1631.800048828125,1600.0,1610.0,10344725,1577.7142682756696,1597.5999755859375,1578.699951171875,0.006684217893719376,1610.800048828125
